"taz";"hhlds2015";"transittotal2015";"autototal2015";"hhlds2050";"transittotal2050";"autototal2050"
501.0;234.0;153;854;236.0;220;1045
557.0;0.0;451;1208;332.0;906;1320
909.0;147.0;277;889;159.0;449;1077
683.0;1226.0;674;1152;1549.0;883;1199
835.0;0.0;589;1053;40.0;796;1184
955.0;0.0;896;1228;0.0;1107;1325
267.0;437.0;645;1123;457.0;890;1186
79.0;416.0;481;1141;505.0;607;1171
808.0;0.0;818;1238;0.0;996;1305
21.0;299.0;509;904;330.0;804;1091
807.0;0.0;841;1244;0.0;1041;1312
963.0;0.0;397;820;0.0;507;1008
476.0;239.0;124;835;240.0;181;926
539.0;16.0;534;1176;17.0;816;1264
553.0;305.0;598;909;333.0;780;1016
265.0;1224.0;657;1120;1288.0;945;1182
943.0;0.0;776;1261;0.0;1029;1355
771.0;300.0;695;1127;304.0;919;1229
232.0;1594.0;764;1169;1637.0;975;1300
515.0;219.0;239;842;218.0;452;1023
783.0;356.0;697;1167;364.0;895;1271
404.0;213.0;757;1002;244.0;992;1099
395.0;121.0;243;914;218.0;435;1017
793.0;412.0;693;1158;411.0;1019;1262
212.0;369.0;680;1115;375.0;924;1185
285.0;778.0;508;845;783.0;747;1027
590.0;139.0;721;1237;662.0;931;1332
613.0;249.0;445;855;267.0;631;1031
649.0;0.0;355;1225;389.0;894;1334
790.0;0.0;747;1203;0.0;938;1307
558.0;406.0;617;1217;1413.0;886;1328
385.0;0.0;0;0;0.0;0;0
939.0;0.0;895;1242;0.0;1126;1328
184.0;299.0;85;828;372.0;268;927
323.0;393.0;526;832;507.0;719;1009
507.0;247.0;196;852;250.0;425;1019
315.0;1080.0;429;848;1138.0;700;1007
166.0;554.0;564;1170;571.0;768;1284
462.0;855.0;379;913;863.0;549;1067
287.0;575.0;507;840;577.0;729;1019
120.0;528.0;570;992;593.0;793;1089
241.0;726.0;587;1012;737.0;775;1034
978.0;0.0;24;828;0.0;22;990
514.0;350.0;406;883;320.0;443;1038
919.0;0.0;492;840;0.0;566;1012
956.0;57.0;754;1189;57.0;940;1265
78.0;455.0;756;1040;532.0;983;1102
393.0;333.0;376;887;481.0;473;1067
394.0;120.0;498;893;220.0;648;1013
704.0;191.0;781;1189;193.0;990;1273
899.0;208.0;386;936;335.0;549;1051
75.0;523.0;450;1090;527.0;721;1148
313.0;0.0;0;0;0.0;0;0
686.0;459.0;616;853;509.0;846;1001
852.0;90.0;615;1022;127.0;807;1122
293.0;634.0;345;815;720.0;659;966
207.0;483.0;170;828;564.0;419;976
294.0;475.0;392;818;568.0;720;969
764.0;9.0;754;1255;417.0;932;1370
258.0;970.0;718;1051;1001.0;910;1072
59.0;441.0;345;922;713.0;540;1068
604.0;218.0;590;1265;921.0;802;1390
615.0;582.0;620;902;651.0;825;999
738.0;180.0;19;789;206.0;126;936
250.0;518.0;286;832;617.0;587;999
820.0;306.0;567;875;312.0;790;1014
506.0;0.0;127;839;0.0;257;962
840.0;329.0;418;841;329.0;673;1009
747.0;0.0;796;1212;0.0;1058;1296
875.0;383.0;147;1079;601.0;338;1146
823.0;5.0;88;957;3.0;179;1017
44.0;245.0;501;1048;283.0;688;1139
210.0;388.0;604;906;418.0;761;1015
3.0;248.0;458;918;286.0;691;1112
901.0;160.0;151;1054;163.0;293;1138
541.0;284.0;426;834;326.0;653;1022
601.0;401.0;631;1276;1162.0;795;1404
636.0;572.0;558;843;590.0;750;1008
520.0;554.0;577;1190;758.0;730;1309
206.0;621.0;90;820;666.0;321;891
769.0;245.0;600;945;256.0;787;1045
606.0;513.0;479;1181;533.0;754;1308
114.0;446.0;478;1132;452.0;656;1158
652.0;0.0;119;1188;0.0;854;1333
389.0;139.0;309;1056;171.0;711;1138
953.0;70.0;912;1229;70.0;1119;1329
30.0;293.0;358;979;298.0;530;1131
838.0;782.0;466;826;782.0;665;1007
914.0;149.0;218;935;216.0;297;1068
632.0;241.0;649;1270;273.0;944;1394
802.0;0.0;728;1189;1.0;912;1299
528.0;161.0;416;843;198.0;635;1028
359.0;652.0;629;872;659.0;841;1030
230.0;732.0;800;1204;1452.0;1017;1311
383.0;946.0;583;901;952.0;816;1016
155.0;502.0;99;784;503.0;202;820
578.0;318.0;702;1190;2807.0;941;1310
136.0;526.0;270;852;582.0;448;1030
85.0;420.0;62;874;422.0;101;867
259.0;690.0;733;1169;754.0;938;1305
131.0;515.0;64;611;575.0;182;698
372.0;594.0;625;1117;604.0;914;1207
255.0;684.0;724;1151;706.0;908;1230
947.0;0.0;812;1234;0.0;1027;1329
167.0;2198.0;313;874;2396.0;482;1016
869.0;199.0;102;1040;1878.0;23;3
586.0;0.0;448;853;0.0;621;1001
360.0;712.0;608;899;720.0;832;1028
895.0;129.0;251;960;133.0;484;1097
45.0;622.0;486;962;831.0;749;1099
151.0;488.0;580;884;526.0;766;1029
591.0;215.0;739;1209;1705.0;929;1327
917.0;1260.0;209;902;1732.0;325;940
448.0;344.0;482;1114;348.0;686;1125
302.0;1878.0;836;1191;2167.0;1067;1251
118.0;338.0;516;884;557.0;752;1023
688.0;57.0;46;814;66.0;172;939
465.0;75.0;335;1132;73.0;259;1158
745.0;0.0;778;1248;0.0;982;1394
894.0;0.0;104;952;5.0;367;1086
382.0;922.0;595;1035;932.0;850;1134
596.0;246.0;780;1271;668.0;983;1366
197.0;548.0;627;1217;594.0;777;1329
600.0;52.0;661;1277;222.0;864;1393
288.0;599.0;511;866;650.0;697;1005
598.0;35.0;712;1277;957.0;927;1374
845.0;841.0;506;853;884.0;696;1006
927.0;1098.0;544;1239;1219.0;922;1374
948.0;0.0;820;1221;2.0;1035;1327
355.0;887.0;687;1093;903.0;871;1143
467.0;133.0;488;1150;171.0;683;1190
595.0;438.0;714;1248;1561.0;923;1356
842.0;728.0;508;840;731.0;697;1011
61.0;866.0;135;993;931.0;632;1101
121.0;282.0;386;889;352.0;574;1031
614.0;180.0;626;901;199.0;829;998
65.0;263.0;294;953;264.0;481;1099
224.0;842.0;537;844;880.0;745;1019
550.0;357.0;68;668;364.0;135;719
430.0;376.0;501;900;478.0;702;999
670.0;491.0;689;954;504.0;904;1011
671.0;419.0;645;1022;432.0;893;1028
51.0;345.0;491;1078;430.0;687;1145
401.0;0.0;0;645;0.0;0;605
729.0;372.0;559;848;376.0;772;1033
254.0;683.0;678;985;719.0;883;1006
411.0;1025.0;217;1047;1075.0;383;1097
911.0;108.0;631;1014;127.0;846;1102
9.0;348.0;290;940;408.0;455;1099
791.0;49.0;770;1215;49.0;958;1329
810.0;0.0;878;1222;0.0;1082;1325
71.0;545.0;473;988;607.0;624;1099
368.0;760.0;677;1004;760.0;897;1114
494.0;0.0;217;1128;0.0;669;1182
691.0;568.0;711;1285;1516.0;941;1446
903.0;1.0;14;955;2.0;50;1083
192.0;553.0;74;801;617.0;275;812
797.0;17.0;754;1166;19.0;934;1289
317.0;524.0;557;832;594.0;743;996
605.0;0.0;597;1262;434.0;894;1367
195.0;498.0;514;907;506.0;669;1032
858.0;0.0;280;852;3.0;454;1011
612.0;199.0;438;849;228.0;667;1024
637.0;451.0;555;869;482.0;737;996
868.0;0.0;187;1044;2626.0;97;3
307.0;618.0;480;850;621.0;763;1036
565.0;418.0;713;1096;433.0;938;1143
680.0;329.0;687;1066;358.0;833;1123
795.0;356.0;535;837;364.0;670;1025
189.0;484.0;609;1190;510.0;785;1307
583.0;0.0;209;844;0.0;457;1016
304.0;2991.0;826;1213;3098.0;1035;1262
626.0;370.0;781;1266;1242.0;975;1361
970.0;0.0;14;831;0.0;36;970
244.0;953.0;617;1048;966.0;790;1064
339.0;1482.0;685;1084;1536.0;871;1157
730.0;95.0;703;1276;1141.0;921;1391
635.0;354.0;512;861;378.0;777;1032
770.0;799.0;686;1053;820.0;881;1119
451.0;308.0;445;840;376.0;506;889
965.0;0.0;441;830;0.0;597;1011
18.0;467.0;385;979;472.0;537;1121
321.0;493.0;656;957;542.0;874;1048
268.0;565.0;728;1151;951.0;920;1241
358.0;1107.0;643;1006;1118.0;825;1102
421.0;154.0;481;885;303.0;655;1016
6.0;504.0;446;1006;591.0;632;1128
897.0;66.0;115;1013;66.0;430;1128
137.0;587.0;615;944;592.0;858;1070
397.0;178.0;313;884;293.0;524;1076
49.0;616.0;239;1022;648.0;474;1137
50.0;692.0;554;948;796.0;895;1099
860.0;0.0;39;820;0.0;91;965
861.0;1.0;25;821;1.0;52;995
190.0;503.0;657;1023;532.0;915;1056
318.0;956.0;660;1102;1344.0;937;1166
849.0;283.0;580;1009;286.0;811;1088
744.0;584.0;823;1248;793.0;1030;1337
946.0;0.0;787;1229;0.0;989;1329
113.0;539.0;540;982;591.0;747;1099
639.0;0.0;642;1273;1.0;1009;1410
841.0;0.0;443;837;0.0;685;1009
237.0;553.0;654;987;562.0;829;1008
700.0;339.0;728;1163;392.0;888;1234
170.0;800.0;714;1145;905.0;922;1263
766.0;747.0;710;1274;895.0;838;1391
147.0;526.0;583;995;554.0;783;1073
516.0;164.0;299;844;184.0;527;1029
280.0;744.0;449;848;771.0;737;991
851.0;0.0;570;1020;41.0;770;1098
580.0;0.0;29;827;0.0;42;965
380.0;886.0;596;895;905.0;802;1008
463.0;798.0;453;887;801.0;638;1067
320.0;631.0;640;919;703.0;818;1034
854.0;0.0;681;1081;0.0;868;1187
740.0;101.0;817;1246;413.0;1035;1339
809.0;45.0;783;1193;47.0;986;1302
831.0;786.0;582;1007;789.0;810;1075
343.0;1227.0;677;1055;1265.0;888;1111
508.0;308.0;189;842;314.0;495;1018
349.0;412.0;597;901;428.0;803;1036
708.0;1003.0;724;1137;1018.0;896;1235
282.0;699.0;363;849;719.0;700;1016
266.0;639.0;551;877;663.0;762;996
391.0;423.0;555;990;461.0;738;1099
488.0;32.0;213;1125;33.0;433;1189
283.0;648.0;665;1052;662.0;910;1064
478.0;270.0;572;912;320.0;818;1067
444.0;0.0;25;1002;0.0;66;1057
880.0;481.0;23;1064;2796.0;588;1143
256.0;756.0;692;1035;789.0;847;1038
116.0;529.0;663;1095;547.0;708;1112
676.0;395.0;414;850;404.0;626;1007
779.0;471.0;799;1246;496.0;975;1332
277.0;931.0;659;1100;966.0;952;1140
415.0;196.0;74;871;198.0;128;838
608.0;2280.0;800;1209;2346.0;1024;1325
499.0;240.0;100;838;241.0;361;952
631.0;376.0;681;1275;1596.0;914;1400
238.0;366.0;645;1102;384.0;837;1158
574.0;0.0;576;1048;0.0;784;1040
290.0;987.0;654;1066;1006.0;936;1116
88.0;650.0;509;1066;790.0;740;1105
535.0;358.0;430;1195;349.0;763;1303
916.0;257.0;437;901;268.0;652;1083
119.0;650.0;615;1029;690.0;760;1104
703.0;558.0;808;1225;602.0;1016;1281
390.0;345.0;530;942;351.0;788;1086
347.0;1678.0;586;918;1700.0;795;1043
524.0;208.0;105;843;214.0;151;1037
922.0;0.0;41;822;0.0;92;910
5.0;326.0;431;928;335.0;694;1118
607.0;397.0;537;1180;407.0;721;1305
775.0;0.0;888;1231;0.0;1093;1332
872.0;0.0;136;1102;1635.0;383;3
34.0;1043.0;109;935;1767.0;311;1019
172.0;411.0;61;750;424.0;128;780
295.0;517.0;337;825;579.0;605;967
330.0;1436.0;655;1067;1570.0;897;1135
906.0;172.0;237;1078;366.0;500;1144
681.0;705.0;670;1100;801.0;888;1163
926.0;0.0;636;1256;0.0;816;1392
828.0;0.0;699;1146;0.0;906;1229
891.0;80.0;111;966;101.0;367;1118
357.0;1199.0;759;1133;1237.0;978;1230
819.0;265.0;578;858;274.0;789;1010
214.0;574.0;610;1226;667.0;875;1331
402.0;216.0;1;936;216.0;48;1035
436.0;997.0;186;887;992.0;278;1083
482.0;139.0;270;887;235.0;434;1042
566.0;670.0;712;1126;682.0;934;1189
96.0;406.0;393;1119;408.0;509;1158
231.0;882.0;703;1146;891.0;926;1238
341.0;998.0;690;1105;1001.0;945;1220
650.0;464.0;469;1234;615.0;900;1359
847.0;0.0;525;980;0.0;752;1051
331.0;621.0;555;837;675.0;752;1024
656.0;260.0;557;1258;1195.0;852;1364
472.0;469.0;67;574;503.0;108;655
107.0;454.0;685;998;489.0;930;1101
388.0;97.0;146;1033;126.0;573;1133
81.0;327.0;97;836;325.0;165;792
805.0;0.0;779;1223;0.0;971;1306
784.0;238.0;758;1192;245.0;974;1300
621.0;1356.0;825;1213;1918.0;1036;1267
883.0;1222.0;352;941;1761.0;659;1082
228.0;764.0;718;906;818.0;889;1014
658.0;660.0;522;870;895.0;704;991
864.0;0.0;50;827;0.0;161;973
773.0;0.0;820;1255;0.0;1078;1350
832.0;202.0;582;1000;211.0;835;1059
123.0;516.0;635;1058;543.0;719;1104
414.0;270.0;101;809;273.0;149;773
673.0;0.0;707;1258;0.0;953;1401
28.0;459.0;286;914;617.0;437;1086
182.0;516.0;58;770;605.0;205;792
814.0;92.0;799;1211;178.0;1013;1291
70.0;371.0;333;1136;398.0;631;1145
279.0;578.0;349;827;643.0;673;975
669.0;1405.0;785;1265;1557.0;971;1364
798.0;11.0;786;1184;11.0;991;1289
830.0;0.0;618;1152;250.0;798;1231
634.0;305.0;436;842;311.0;777;1023
716.0;143.0;315;843;218.0;546;1000
588.0;347.0;757;1171;712.0;963;1303
913.0;162.0;325;914;328.0;586;1061
479.0;252.0;366;888;253.0;503;1036
517.0;772.0;135;841;802.0;217;1033
1.0;193.0;253;961;236.0;609;1126
459.0;223.0;187;807;293.0;448;838
569.0;9.0;568;1236;120.0;918;1351
325.0;926.0;634;1049;961.0;876;1101
713.0;299.0;800;1177;302.0;1004;1268
543.0;616.0;659;1211;676.0;861;1320
174.0;344.0;90;823;356.0;164;909
217.0;456.0;509;1020;479.0;684;1054
363.0;627.0;612;922;633.0;833;1041
83.0;256.0;83;860;260.0;139;759
817.0;678.0;602;979;700.0;838;1049
677.0;355.0;509;842;359.0;719;1011
762.0;0.0;729;1251;120.0;908;1351
40.0;448.0;504;928;460.0;663;1086
239.0;686.0;751;1150;695.0;973;1243
846.0;0.0;416;843;0.0;646;991
555.0;301.0;298;833;350.0;538;1020
694.0;67.0;642;1273;521.0;949;1411
139.0;417.0;604;1014;432.0;806;1083
439.0;257.0;483;887;329.0;716;971
617.0;311.0;459;855;334.0;757;1032
335.0;931.0;553;860;969.0;699;1028
453.0;61.0;448;1104;39.0;690;1133
726.0;369.0;588;1261;383.0;804;1420
912.0;105.0;120;953;134.0;651;1086
47.0;596.0;367;946;600.0;722;1099
609.0;400.0;804;1241;1338.0;1011;1332
458.0;229.0;165;748;284.0;328;761
46.0;325.0;647;1004;707.0;860;1102
276.0;467.0;569;853;536.0;725;1035
101.0;533.0;453;991;592.0;674;1099
251.0;675.0;341;842;745.0;611;1014
668.0;776.0;787;1270;1028.0;1013;1374
62.0;576.0;442;1008;846.0;843;1103
150.0;488.0;590;1172;520.0;774;1281
240.0;754.0;613;920;770.0;780;1004
191.0;759.0;741;1145;805.0;970;1260
855.0;0.0;522;1033;0.0;759;1141
145.0;465.0;214;889;468.0;288;1043
474.0;0.0;50;624;0.0;119;657
812.0;0.0;806;1218;0.0;1021;1306
4.0;357.0;393;941;447.0;577;1100
417.0;227.0;286;899;232.0;481;928
418.0;103.0;67;883;103.0;108;875
559.0;0.0;308;1166;4500.0;737;934
958.0;0.0;747;1193;0.0;938;1264
477.0;444.0;545;904;408.0;656;1066
733.0;960.0;712;1165;985.0;950;1247
971.0;0.0;435;821;0.0;621;1009
109.0;370.0;581;900;613.0;741;1034
981.0;1916.0;731;1282;1935.0;874;1411
739.0;0.0;147;807;0.0;304;946
148.0;369.0;516;1165;382.0;862;1252
91.0;375.0;290;879;436.0;429;1075
216.0;732.0;60;827;800.0;242;926
857.0;0.0;104;817;6.0;153;975
10.0;407.0;448;941;566.0;419;1094
900.0;604.0;59;1006;650.0;428;1104
286.0;452.0;836;1211;507.0;1074;1275
205.0;739.0;809;1143;839.0;1023;1281
333.0;1647.0;714;1164;1662.0;992;1270
741.0;31.0;756;1237;551.0;991;1343
679.0;161.0;867;1228;166.0;1121;1290
753.0;74.0;808;1224;74.0;1064;1301
796.0;187.0;526;846;187.0;711;1018
25.0;458.0;343;938;564.0;492;1082
36.0;182.0;412;1022;188.0;665;1134
67.0;329.0;107;1004;372.0;250;1121
74.0;342.0;274;1054;405.0;544;1133
342.0;1784.0;679;1052;1827.0;882;1097
757.0;188.0;523;833;228.0;734;999
316.0;534.0;446;857;576.0;686;1023
584.0;0.0;581;909;0.0;773;1000
925.0;214.0;600;1271;551.0;947;1395
112.0;547.0;259;728;663.0;514;760
132.0;502.0;133;684;556.0;208;738
625.0;295.0;289;835;345.0;507;995
104.0;576.0;609;986;654.0;803;1099
548.0;0.0;48;801;0.0;121;848
932.0;71.0;784;1210;72.0;1004;1299
326.0;1432.0;648;1057;1482.0;867;1134
291.0;452.0;261;809;537.0;574;961
972.0;0.0;123;813;0.0;362;965
581.0;0.0;100;831;0.0;296;1009
365.0;643.0;536;840;641.0;714;1016
426.0;186.0;244;837;250.0;411;841
554.0;370.0;503;989;378.0;702;1036
811.0;0.0;878;1221;0.0;1083;1326
969.0;0.0;143;830;0.0;395;974
31.0;301.0;32;918;1023.0;266;1001
106.0;486.0;63;691;602.0;105;717
253.0;854.0;647;914;889.0;861;998
952.0;0.0;898;1228;0.0;1107;1328
311.0;646.0;622;899;710.0;799;1010
698.0;369.0;585;837;429.0;800;1005
767.0;413.0;711;1282;1153.0;914;1402
384.0;0.0;0;0;0.0;0;0
657.0;529.0;668;1265;535.0;955;1392
80.0;413.0;726;1012;472.0;963;1102
623.0;506.0;830;1253;900.0;1062;1357
159.0;440.0;588;961;439.0;713;1025
530.0;323.0;466;844;328.0;666;1023
425.0;232.0;226;781;299.0;448;774
180.0;630.0;12;878;642.0;4;1021
896.0;16.0;146;1026;26.0;424;1134
610.0;391.0;704;1055;442.0;847;1091
209.0;349.0;597;1228;379.0;908;1343
867.0;0.0;243;1105;1848.0;330;3
429.0;267.0;213;1105;349.0;696;1132
570.0;42.0;620;1237;1034.0;939;1351
960.0;0.0;23;811;0.0;80;965
904.0;114.0;50;996;119.0;164;1124
761.0;646.0;710;1141;683.0;958;1257
886.0;185.0;269;938;236.0;213;1077
526.0;230.0;383;846;274.0;609;1029
672.0;743.0;770;1263;861.0;973;1395
471.0;362.0;271;847;406.0;392;928
728.0;435.0;443;847;462.0;648;1036
14.0;307.0;482;891;307.0;759;1084
54.0;230.0;465;891;341.0;720;1076
556.0;324.0;441;838;341.0;671;1026
585.0;0.0;42;866;0.0;24;997
144.0;547.0;742;1083;580.0;1020;1116
500.0;241.0;234;852;243.0;296;1045
706.0;864.0;705;1067;1107.0;943;1139
778.0;0.0;760;1246;20.0;929;1343
422.0;200.0;141;731;249.0;357;756
37.0;732.0;381;940;730.0;737;1099
573.0;411.0;553;1250;2101.0;944;1352
665.0;990.0;703;1259;1203.0;1004;1432
792.0;686.0;685;1141;719.0;969;1248
871.0;0.0;23;1004;0.0;28;3
839.0;248.0;417;851;248.0;645;1002
510.0;192.0;157;833;195.0;449;1002
692.0;350.0;700;1285;1326.0;883;1447
77.0;320.0;517;1008;403.0;727;1102
199.0;692.0;635;1020;729.0;853;1055
850.0;380.0;604;988;388.0;860;1071
220.0;306.0;228;833;411.0;492;1014
923.0;24.0;583;870;24.0;741;998
202.0;455.0;698;1049;470.0;926;1077
437.0;741.0;110;897;743.0;205;1077
377.0;545.0;525;839;544.0;736;1017
837.0;343.0;597;943;347.0;853;1028
370.0;902.0;582;919;933.0;787;1020
225.0;439.0;594;845;458.0;747;1016
755.0;87.0;432;828;121.0;605;989
968.0;0.0;16;824;0.0;14;979
115.0;323.0;506;887;355.0;700;1026
815.0;357.0;574;858;391.0;788;1014
90.0;392.0;631;1084;435.0;885;1106
405.0;482.0;245;887;491.0;365;1079
11.0;272.0;469;891;288.0;749;1085
29.0;428.0;271;929;516.0;75;1091
16.0;682.0;55;942;855.0;102;1099
540.0;225.0;531;1192;230.0;722;1311
908.0;408.0;482;896;537.0;742;1075
420.0;137.0;507;885;226.0;681;1033
234.0;557.0;649;1099;577.0;881;1143
942.0;471.0;781;1254;535.0;1036;1348
628.0;606.0;755;1262;1695.0;981;1390
68.0;328.0;145;1027;414.0;549;1133
271.0;487.0;262;825;579.0;569;980
443.0;316.0;60;978;322.0;209;1074
777.0;0.0;887;1244;0.0;1089;1328
351.0;616.0;669;1016;623.0;854;1130
624.0;456.0;195;837;504.0;581;981
48.0;455.0;393;961;1111.0;670;1099
162.0;441.0;558;1034;494.0;763;1085
272.0;974.0;737;1050;985.0;988;1064
772.0;171.0;660;1146;173.0;875;1245
201.0;859.0;661;1074;907.0;930;1109
905.0;406.0;340;1048;510.0;595;1139
309.0;668.0;550;841;676.0;751;1026
386.0;285.0;46;915;4089.0;272;1032
140.0;815.0;746;1071;849.0;1021;1120
299.0;1398.0;729;1165;1785.0;901;1241
42.0;329.0;366;935;364.0;507;1076
881.0;7.0;13;960;6188.0;382;1081
571.0;29.0;622;1229;1340.0;937;1336
442.0;167.0;583;887;245.0;748;1038
504.0;220.0;126;836;220.0;373;926
564.0;296.0;644;1100;303.0;871;1149
644.0;319.0;655;1271;1594.0;967;1395
756.0;87.0;424;828;122.0;561;989
